product_id,product_name,category,sub_category
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",FURNITURE,FURNISHINGS
FUR-FU-10002874,"Ultra Commercial Grade Dual Valve Door Closer",FURNITURE,FURNISHINGS
FUR-FU-10002878,"Seth Thomas 14" Day/Date Wall Clock"",FURNITURE,FURNISHINGS
FUR-FU-10002885,"Magna Visual Magnetic Picture Hangers",FURNITURE,FURNISHINGS
FUR-FU-10002918,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",FURNITURE,FURNISHINGS
FUR-FU-10002937,"GE 48" Fluorescent Tube",FURNITURE,FURNISHINGS
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",FURNITURE,FURNISHINGS
FUR-FU-10002963,"Master Caster Door Stop, Gray",FURNITURE,FURNISHINGS
FUR-FU-10003026,"Eldon Regeneration Recycled Desk Accessories, Black",FURNITURE,FURNISHINGS
FUR-FU-10003039,"Howard Miller 11-1/2" Diameter Grantwood Wall Clock"",FURNITURE,FURNISHINGS
FUR-FU-10003095,"Linden 12" Wall Clock With Oak Frame"",FURNITURE,FURNISHINGS
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",FURNITURE,FURNISHINGS
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",FURNITURE,FURNISHINGS
FUR-FU-10003192,"Luxo Adjustable Task Clamp Lamp",FURNITURE,FURNISHINGS
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",FURNITURE,FURNISHINGS
FUR-FU-10003247,"36X48 HARDFLOOR CHAIRMAT",FURNITURE,FURNISHINGS
FUR-FU-10003268,"Eldon Radial Chair Mat for Low to Medium Pile Carpets",FURNITURE,FURNISHINGS
FUR-FU-10003274,"Regeneration Desk Collection",FURNITURE,FURNISHINGS
FUR-FU-10003347,"Coloredge Poster Frame",FURNITURE,FURNISHINGS
FUR-FU-10003374,"Electrix Fluorescent Magnifier Lamps & Weighted Base",FURNITURE,FURNISHINGS
FUR-FU-10003394,"Tenex "The Solids"" Textured Chair Mats"",FURNITURE,FURNISHINGS
FUR-FU-10003424,"Nu-Dell Oak Frame",FURNITURE,FURNISHINGS
FUR-FU-10003464,"Seth Thomas 8 1/2" Cubicle Clock"",FURNITURE,FURNISHINGS
FUR-FU-10003489,"Contemporary Borderless Frame",FURNITURE,FURNISHINGS
FUR-FU-10003535,"Howard Miller Distant Time Traveler Alarm Clock",FURNITURE,FURNISHINGS
FUR-FU-10003553,"Howard Miller 13-1/2" Diameter Rosebrook Wall Clock"",FURNITURE,FURNISHINGS
FUR-FU-10003577,"Nu-Dell Leatherette Frames",FURNITURE,FURNISHINGS
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",FURNITURE,FURNISHINGS
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",FURNITURE,FURNISHINGS
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",FURNITURE,FURNISHINGS
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",FURNITURE,FURNISHINGS
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36" x 48"""",FURNITURE,FURNISHINGS
FUR-FU-10003724,"Westinghouse Clip-On Gooseneck Lamps",FURNITURE,FURNISHINGS
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",FURNITURE,FURNISHINGS
FUR-FU-10003773,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",FURNITURE,FURNISHINGS
FUR-FU-10003798,"Ultra Door Kickplate, 8"H x 34""W"",FURNITURE,FURNISHINGS
FUR-FU-10003799,"Seth Thomas 13 1/2" Wall Clock"",FURNITURE,FURNISHINGS
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45" x 53"""",FURNITURE,FURNISHINGS
FUR-FU-10003829,"Stackable Trays",FURNITURE,FURNISHINGS
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",FURNITURE,FURNISHINGS
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",FURNITURE,FURNISHINGS
